input_row_key,input_company_name,input_main_country,input_main_city,nivel_incredere,match_score,veridion_id,company_name,company_legal_names,main_country,main_region,main_city,main_postcode,main_street,company_type,year_founded,revenue,revenue_type,employee_count,employee_count_type,naics_2022_primary_label,main_industry,main_sector,website_url,primary_email,primary_phone,linkedin_url,short_description
106,CONSCIA DANMARK A/S,Denmark,Glostrup,incredere_ridicata_automat,107.2,33c93c45-a7e0-11ef-af89-216a077ca7fb,Conscia Danmark A/S.,Conscia Danmark A/S.,Denmark,Region Zealand,Ringsted,4100,,Private,,,,,,"General Freight Trucking, Local",Freight Transport,Transport & Warehousing,https://laugesen.io/,martin@laugesen.io,4531629348.0,,"Conscia Danmark A/S. is a trucking and logistics company based in Ringsted, Denmark."
107,CONTROL RISKS GROUP LIMITED,United Kingdom,London,incredere_ridicata_automat,111.0,39dfe365-93e5-11eb-8e19-198fb02d6f96,Control risks,Control Risks Middle East Ltd. | Control Risks Group Holdings Limited | Control Risks Group Limited | Control Risks International Limited,United Kingdom,England,London,EC4R 9AT,King William Street,Private,1979.0,125400000.0,extracted,3000.0,extracted,Other Scientific and Technical Consulting Services,Other Professional Services,Other Professional Services,https://www.controlrisks.com/,training@controlrisks.com,551155047900.0,https://www.linkedin.com/company/control-risks,"We are a specialist risk consultancy that helps to create secure, compliant and resilient organisations in an age of ever-changing risk."
108,CORPORATE COMMUNICATIONS AS,Norway,Oslo,incredere_ridicata_automat,111.0,e48e4e11-93e4-11eb-919a-b3f9a5ad205c,Corporate Communications,,Norway,Oslo,Oslo,0252,Fru Kroghs Brygge,Private,2011.0,27943802.0,modelled,83.0,extracted,Public Relations Agencies,Marketing & Advertising Agencies,Advertising & Marketing,https://corporatecommunications.no/,admin@corpcom.no,4723898930.0,https://www.linkedin.com/company/corporate-communications-as,We believe in the power of good visual communication and help you make it an integrated part of your communication efforts.
109,"COUPA SOFTWARE, INC.",United States,San Mateo,incredere_ridicata_automat,111.0,f62860c0-93e4-11eb-8e19-198fb02d6f96,Coupa,Coupa Software Inc.,United States,California,San Mateo,94402,South Grant Street,Public,2006.0,838000000.0,extracted,3076.0,extracted,Custom Computer Programming Services,Software & IT Services,IT&C Services,https://www.coupa.com/,press@coupa.com,442038658401.0,http://www.linkedin.com/company/coupa-software,"Better manage direct and indirect spend, mitigate risk, and build supply chain resiliency with the leading AI-native spend platform."
110,"COURSERA, INC.",United States,Mountain View,incredere_ridicata_automat,111.0,4be4c2c9-19ac-11f0-8c60-6f90bb77efef,Coursera,,United States,California,Mountain View,94040,West El Camino Real,Private,,,,,,"Colleges, Universities, and Professional Schools",Education,Education,https://malojabrd.top/,consumer-arbitration@coursera.org,12152669797.0,https://www.linkedin.com/company/coursera,"Learn new job skills in online courses from industry leaders like Google, IBM, & Meta. Advance your career with top degrees from Michigan, Penn, Imperial & more."
111,CRAYON A/S,Denmark,Gladsaxe Municipality,incredere_ridicata_automat,106.2,b9ebf60e-f3c1-11ed-afbd-cd002aee0352,Crayon A/S.,Crayon A/S.,Denmark,Central Denmark Region,Silkeborg,8600,Søndergade,Private,,,,,,Computer Systems Design Services,Software & IT Services,IT&C Services,,,4544232088.0,,"Crayon A/S. is a tech company based in Silkeborg, Denmark."
112,CRAYON AS,Norway,Oslo,incredere_ridicata_automat,111.0,68be1d41-0513-11ec-a70c-db146ac6cf39,CEE CRAYON,,Norway,Oslo,Oslo,0402,Nydalsveien,Private,,,,,,Computer Systems Design Services,Software & IT Services,IT&C Services,https://cyber-security-forum.com/,daria.gotgelf@crayon.com,,https://www.linkedin.com/company/crayon-group,Discover AI-powered Future of Security. Watch CEE CyberSecurity Forum 2024 event & workshops recording online.
113,CRAYON PTE. LTD.,Singapore,,incredere_ridicata_automat,93.3,c446e865-93e4-11eb-b89f-536884b3e7dd,Crayon Data,,Singapore,Central,Singapore,178957,,Private,2012.0,,,,,Custom Computer Programming Services,Software & IT Services,IT&C Services,https://www.crayondata.com/,,,,"Crayon Data is an artificial intelligence company headquartered in Singapore with a development center in Chennai, and Dubai."
114,"CROWDSTRIKE SERVICES, INC.",United States,Sunnyvale,incredere_ridicata_automat,96.5,01be7de3-0c24-11ec-aa7c-a3d935d57c91,CrowdStrike,CrowdStrike Zero Trust,United States,California,Sunnyvale,94086,Mathilda Place,Private,2022.0,,,,,Computer Systems Design Services,Software & IT Services,IT&C Services,https://www.mdcoin.net/,publicsector@crowdstrike.com,18885128906.0,https://www.linkedin.com/company/crowdstrike,"Solution : Our integrated solution provides an adaptive security risk framework and a comprehensive approach to policy enforcement, delivering a unified solution that empowers security teams to enforce consistent security policies across all endpoints, cloud environments and applications."
115,Searcher ApS,Denmark,Aarhus Municipality,incredere_ridicata_automat,107.9,c7c58151-43ae-11ef-b5d2-e5c02fb4c089,Searcher,Searcher ApS.,Denmark,Central Denmark Region,Aarhus,8000,Vester Allé,Private,1997.0,1933729.0,modelled,10.0,modelled,Executive Search Services,HR Services,Other Professional Services,https://searcher.dk/,sk@searcher.dk,4573727715.0,https://www.linkedin.com/company/100607531,"Vi er eksperter i rekruttering og har investeret årtier på at udvikle en rekrutteringsproces, der giver resultater."
116,"CUSHMAN & WAKEFIELD SERVICES (THAILAND) CO., LTD.",Thailand,,incredere_ridicata_automat,108.0,e8e82741-5871-11ec-b633-39790144a985,Cushman & Wakefield Services Thailand Co. Ltd.,Cushman & Wakefield Services Thailand Co. Ltd.,Thailand,Bangkok,Ratchathewi,10400,Phaya Thai Road,Private,,,,,,Offices of Real Estate Agents and Brokers,Real Estate - Agents & Managers,Real Estate,,,6621683101.0,,"Cushman & Wakefield Services Thailand Co. Ltd. is a real estate agent/manager based in Ratchathewi, Thailand."
117,DADES Center Ost ApS,Denmark,Kongens Lyngby,incredere_ridicata_automat,81.0,1e999e70-93e5-11eb-91fb-73d498260b10,Dades,Dades A/S.,Denmark,Capital Region Of Denmark,Kongens Lyngby,2800,Lyngby Hovedgade,Private,1937.0,,,,,All Other General Merchandise Retailers,Other Durable Products,Other Durable Products,https://dades.dk/,dades@dades.dk,4545260100.0,,"Glaskuben blev bygget i 2001, som hovedkvarter for Nykredit og er en af København."
118,BONNIER BUSINESS PRESS A/S,Denmark,Copenhagen,incredere_medie_de_verificat,70.7,d73874c7-93e4-11eb-a736-0f5b20ecb2f1,Bonnier Magazine Data,Bonnier Magazine Data A/S.,Denmark,Capital Region Of Denmark,Copenhagen,2100,Strandboulevarden,Private,,3960356.0,modelled,20.0,extracted,Periodical Publishers,Newspapers & Magazines,Publishers & Media Companies,https://www.bm-data.com/,drift@bmd.bonnier.dk,4539172000.0,,Vi tilbyder vores viden og systemer for at hjælpe vores kunder med at effektivisere deres abonnementshåndtering og tilstræber altid at finde den mest omkostningseffektive løsning for vores kunder.
119,DAILY JURRAT,Pakistan,Civil Lines,incredere_ridicata_automat,82.3,a11480ae-2a2a-11ef-917e-edda38f44563,Daily Jurr'at,,,,,,,,,,,,,,,,,,,,Daily Jurr’at Karachi stands one of the most prominent Urdu newspaper covers the entire province
120,Dansk Kredit Rad,Denmark,Greve Strand,incredere_ridicata_automat,95.2,070edae0-93e5-11eb-b4a6-27899be4e45d,Dansk Kredit Råd,,Denmark,Region Zealand,Køge,4600,Brogade,Private,,2514085.0,modelled,15.0,modelled,Business Associations,Associations,Non Profit,https://dk-r.dk/,,4525635132.0,,"Dansk Kredit Råd virker som et fagligt og personligt netværk for virksomheder og personer, der arbejder professionelt med kreditgivning."
121,DANSK SUNDHEDSSIKRING KOMPLEMENTARSELSKAB ApS,Denmark,Herlev,incredere_ridicata_automat,92.8,1f89f1e3-93e5-11eb-b5f6-816dd10ac7b0,Dansk Sundhedssikring,Dansk Sundhedssikring A/S.,Denmark,Capital Region Of Denmark,Herlev,2730,Hørkær,Private,2012.0,7100000.0,extracted,210.0,extracted,Direct Health and Medical Insurance Carriers,Insurance,Finance & Insurance,http://ds-sundhed.dk/,human.resource@ds-sundhed.dk,4570206121.0,https://dk.linkedin.com/company/dansk-sundhedssikring,"Vores erfaring, viden og overblik over sundhedssektoren gør os i stand til at navigere i hele sundhedssystemet både i det offentlige og i det private."
122,DANSKE BANK A/S,Denmark,,incredere_ridicata_automat,108.0,c6eb5470-93e4-11eb-9937-4fab995bf8ff,Danske Bank,Danske Bank A/S.,Denmark,Capital Region Of Denmark,Copenhagen,1577,Bernstorffsgade,Public,1871.0,7549255680.0,extracted,20021.0,extracted,Commercial Banking,Banks & Financial Services,Finance & Insurance,https://danskebank.com/,elng@danskebank.dk,442074108248.0,https://dk.linkedin.com/company/danskebank,"The largest shareholder with 21% of the share capital is A. P. Moller Holding, the investment holding company of the Maersk family."
123,Dantec Nordics ApS,Denmark,Aabenraa Municipality,incredere_ridicata_automat,111.0,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,Dantec Nordics,DANTEC Nordics ApS.,Denmark,Region Of Southern Denmark,Aabenraa Municipality,6330,Thorsvej,Private,2018.0,110845936.0,modelled,75.0,modelled,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",Consumer Electronics & Appliances,Electronics & Appliances,https://www.dantec-nordics.dk/,info@dantec-nordics.dk,4573702530.0,https://nl.linkedin.com/company/dantec-nordics,Vi skal informere Sælger – så vidt det er muligt og rimeligt – om indholdet og omfanget af tilbagekaldelsesforanstaltninger og give Sælger mulighed for at kommentere.
124,DEAS A/S,Denmark,Frederiksberg Municipality,incredere_ridicata_automat,109.0,08e9dc7d-93e5-11eb-919a-b3f9a5ad205c,DEAS Group,DEAS A/S.,Denmark,Capital Region Of Denmark,Frederiksberg,2000,Dirch Passers Allé,Private,1989.0,295469632.0,modelled,850.0,extracted,Offices of Real Estate Agents and Brokers,Real Estate - Agents & Managers,Real Estate,https://deas.dk/da,,,http://www.linkedin.com/company/deas-group,DEAS Group is a Nordic end-to-end service partner covering the entire real estate value chain within real estate from fund management to property management in all market segments.
125,DEKO-STYLE V/ANJA GRONNE,Denmark,Aarhus Municipality,incredere_ridicata_automat,90.4,2840eeb8-93e5-11eb-8859-29e7c34dee35,Deko Style,,Denmark,Central Denmark Region,Aarhus Municipality,8250,Hjortshøjvej,Private,2001.0,2833310.0,modelled,20.0,extracted,Graphic Design Services,Graphic Design,Advertising & Marketing,https://dekostyle.dk/,anja@dekostyle.dk,4520443514.0,,"Deko Style landsdækkende dekoration, vi et team på 20 professionelle dekoratører — Mobil 20443514 Hvor finder du os: Deko Style kan hjælpe dig i hele Danmark, men vores hovedkontor ligger i Havlitvej 7, 8250 Egå Vi har også to lager rundt"
126,DELFI TECHNOLOGIES A/S,Denmark,Køge,incredere_ridicata_automat,106.0,8647efa3-93e4-11eb-90d2-e3355a7e800b,Delfi Technologies,Delfi Technologies Ltd. | Skylabel - Delfi technologies A/S.,Denmark,Region Zealand,Køge,4600,Valdemarshaab,Private,1988.0,16500000.0,extracted,170.0,extracted,Custom Computer Programming Services,Software & IT Services,IT&C Services,https://www.delfi.com/en/,info@delfi.com,4570222555.0,https://www.linkedin.com/company/delfi-technologies-a-s,"Breece System is our dynamic ESL platform, including the market leading fully graphic electronic shelf labels with"
127,DELL AS,Norway,Oslo,incredere_ridicata_automat,111.0,beddde1c-93e4-11eb-8859-29e7c34dee35,Dell,Dell Inc.,Norway,Oslo,Oslo,0283,Lilleakerveien,,,,,,,,,,http://www.dell.no/?opi=79508299&sa=U&ved=0ahUKEwiSkpfC2KmMAxXBTDABHaXIFoIQ61gIFCgQ&usg=AOvVaw0kwchOCGTWXjKnv_NDR-y3,,4767116800.0,,
129,DELL PRODUCTS,Ireland,,incredere_medie_de_verificat,75.8,0e7148d3-f82f-11ed-ad06-ab02ea1aeed6,Promac Products,,Ireland,Leinster,Ferns,Y21 AE80,L1014,Private,,,,,,Clothing and Clothing Accessories Retailers,Clothing,"Apparel, Accessories & Footwear",,,353539367510.0,,"Promac Products is a fashion accessories supplier based in Ferns, Ireland."
130,DELOITTE ADVOKATFIRMA AS,Norway,Oslo,incredere_ridicata_automat,86.8,5ad35769-ce0d-11ed-9f55-9d7d9b09e936,Advokat Ola Fredriksen,,Norway,Trøndelag,Trondheim,7042,Dyre Halses Gate,Private,,783534.0,modelled,3.0,modelled,Offices of Lawyers,Lawyers,Legal,https://www.afred.no/,ola@afred.no,4746827653.0,,"Ved siden av å arbeide som advokat er Ola jevnlig foredragsholder på kurs, konferanser o.l. om skatte- og avgiftsrettslige emner."
131,DELOITTE AS,Norway,Oslo,incredere_ridicata_automat,97.4,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,,Norway,Oslo,Oslo,0191,Dronning Eufemias Gate,Private,,,,,,Other Accounting Services,Accountants & Tax Services,Finance & Insurance,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,,4723279000.0,,"Deloitte Norge is an accounting & bookkeeping services company based in Oslo, Norway."
132,Deloitte Consulting (Sea) Sdn. Bhd.,Malaysia,Kuala Lumpur,incredere_ridicata_automat,99.9,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Deloitte Consulting Malaysia Sdn Bhd.,Deloitte Consulting Malaysia Sdn Bhd.,Malaysia,Kuala Lumpur,Kuala Lumpur,60000,Jalan Wan Kadir,Private,,,,,,Administrative Management and General Management Consulting Services,Business Consulting,Other Professional Services,,,60376109000.0,,"Deloitte Consulting Malaysia Sdn Bhd. is a business consulting company based in Kuala Lumpur, Malaysia."
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,Denmark,,incredere_ridicata_automat,95.2,b14fddd0-93e4-11eb-b89f-536884b3e7dd,Revisto Statsautoriseret Revisionspartnerselskab,Revisto I/S.,Denmark,Central Denmark Region,Horsens,8700,Vejlevej,Private,,5493573.0,modelled,40.0,extracted,Offices of Certified Public Accountants,Accountants & Tax Services,Finance & Insurance,https://revisto.dk/,info@revisto.dk,4576276700.0,,Din statsautoriserede revisor i Horsens har kontor i Kontorfællesskabet Revisto. Vi tilbyder kvalitets service til rimelige priser.
134,"DELTA EJENDOM, AALBORG A/S",Denmark,Aalborg Municipality,incredere_medie_de_verificat,74.4,0ede7fca-2dc6-11ec-b49b-63e83532064d,Aalborg Engineering A/S.,Aalborg Engineering A/S.,Denmark,North Denmark Region,Aalborg,9200,Sofiendalsvej,Private,,,,,,,Engineering Services,Architecture & Engineering Services,,,4596313950.0,,"Aalborg Engineering A/S. is an other engineering services company based in Aalborg, Denmark."
135,ELTEK AS,Norway,Drammen,incredere_ridicata_automat,111.0,169a31db-93e5-11eb-919a-b3f9a5ad205c,Eltek,Delta Electronics usa Inc,Norway,Viken,Drammen,3036,Gråterudveien,Private,1971.0,389697728.0,extracted,2378.0,extracted,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Electrical & Electronic Equipment,Electronics & Appliances,https://www.eltek.com/,info.defra@deltaww.com,18004354872.0,https://www.linkedin.com/company/eltek-a-brand-of-delta,"With unique and innovative combination of platforms, tools and processes to support the whole lifecycle of managed services for complex domains, as passive infrastructure (energy, environment and security) and access networks ( mobile and fixed deployments, including radio, microwave optical fiber and data equipment)."
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,Singapore,Singapore,incredere_ridicata_automat,111.0,70923a3d-93e4-11eb-a33a-a3dfba582839,Delta Electronics,Delta Electronics Inc. | Delta Electronics Int'l Singapore Pte. Ltd.,Singapore,Central,Singapore,178957,Saint George's Road,Private,2010.0,23570136.0,modelled,59.0,extracted,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Electrical & Electronic Equipment,Electronics & Appliances,https://www.delta-singapore.com/en-SG/index,nea-privacy@deltaww.com,6567475155.0,http://www.linkedin.com/company/delta-electronics-sg,"Delta Electronics Singapore, a 100% owned subsidiary of Delta Group, is a leading supplier in solution businesses for telecom power, industrial automation, building automation, data center, and advanced research."
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,Singapore,Singapore,incredere_ridicata_automat,108.0,8a43b7b9-8ab5-11ec-a3f9-e9923ce0ea68,DHL Express Singapore,,Singapore,Southeast,,535215,Tai Seng Drive,Private,1972.0,81376288.0,modelled,360.0,extracted,"General Freight Trucking, Local",Freight Transport,Transport & Warehousing,https://www.dhlexpress.com.sg/,,,http://www.linkedin.com/company/dhl-express-singapore,DHL Express Singapore has been ranked No.1 Best Workplaces in Singapore by the global institute Great Place to Work since 2020.
138,DIAL ZERO (PRIVATE) LIMITED,Pakistan,Orangi,incredere_ridicata_automat,107.2,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,DIAL ZERO,,Pakistan,Sindh,Karachi Division,75600,,Private,2020.0,91829.0,modelled,19.0,extracted,Advertising Agencies,Marketing & Advertising Agencies,Advertising & Marketing,https://dialzero.pk/,sales@dialzero.pk,,https://www.linkedin.com/company/dialzero,We are Dial ZeroMeta’s Authorized Sales Partner in PakistanWe make advertising on Meta platforms easier for you. GET ONBOARD Our servicesLet Us Help You Take Your Business To The Next Level We’re in...
139,Nets Denmark A/S,Denmark,Ballerup,incredere_ridicata_automat,111.0,1821bc30-93e5-11eb-a746-fdabd18be9c6,Nets group,Nets group A/S. | Nets Sweden AB. | Nets Denmark A/S. | Nets A/S.,Denmark,Capital Region Of Denmark,Ballerup,2750,Klausdalsbrovej,Private,1968.0,914499968.0,extracted,2700.0,extracted,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Banks & Financial Services,Finance & Insurance,https://nets.eu/,atata@nets.eu,4721554401.0,https://www.linkedin.com/company/nets-group/,"By simplifying payments and providing the most innovative and reliable solutions we enable businesses and financial institutions to better serve their customers, build closer relationships, and to grow together."
140,DIGI TELECOMMUNICATIONS SDN BHD,Malaysia,,incredere_ridicata_automat,108.0,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,Digi Telecommunications Sdn. Bhd.,Malaysia,Selangor,Petaling Jaya,47400,Jalan SS 4C/10,Public,1990.0,1396809088.0,extracted,1473.0,extracted,Wireless Telecommunications Carriers (except Satellite),Telecommunication Services,IT&C Services,https://www.celcomdigi.com/,,60162211800.0,https://www.linkedin.com/company/digi-telecommunications/,"Digi Telecommunications provides mobile communication services such as broadband, voice and telephone services to individual and corporate customers."
141,Digi Telecommunications Sdn. Bhd.,Malaysia,Petaling Jaya,incredere_ridicata_automat,111.0,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,Digi Telecommunications Sdn. Bhd.,Malaysia,Selangor,Petaling Jaya,47400,Jalan SS 4C/10,Public,1990.0,1396809088.0,extracted,1473.0,extracted,Wireless Telecommunications Carriers (except Satellite),Telecommunication Services,IT&C Services,https://www.celcomdigi.com/,,60162211800.0,https://www.linkedin.com/company/digi-telecommunications/,"Digi Telecommunications provides mobile communication services such as broadband, voice and telephone services to individual and corporate customers."
142,DK HOSTMASTER A/S,Denmark,Aalborg Municipality,incredere_medie_de_verificat,69.7,0f30fe9d-1114-11ec-baf7-7d3c206bcfd6,The Hostmaster,,Greece,Attica,Athens,106 78,Πανεπιστημίου,Private,,504599.0,modelled,15.0,modelled,Residential Property Managers,Real Estate - Agents & Managers,Real Estate,https://thehostmaster.gr/,info@thehostmaster.gr,306945338447.0,,"Great location for getting around the city, close to subway, shopping and sightseeing."
143,DNA OYJ,Finland,,incredere_ridicata_automat,108.0,880cd138-93e4-11eb-9937-4fab995bf8ff,DNA,DNA Oyj. | DNA Plc.,Finland,Uusimaa,Helsinki,00100,Urho Kekkosen Katu,Private,2001.0,1002412416.0,extracted,1609.0,extracted,Telecommunications Resellers,Telecommunication Services,IT&C Services,https://www.dna.fi/,takuu@squaretrade.fi,358800550044.0,https://www.linkedin.com/company/dna-ltd,"Nopea netti, puhelimet, tabletit ja lisätarvikkeet. Liittymät, kanavat ja DNA TV. Teemme arjesta inspiroivampaa, tuottavampaa ja viihdyttävämpää. DNA. Elämä on. Tervetuloa !"
144,DNB Bank Karl Johan,Norway,Oslo,incredere_ridicata_automat,90.6,713a067e-a5ad-11ef-99b4-e30dab6798c3,DNB BANK,,Norway,Oslo,Oslo,0191,Dronning Eufemias Gate,Private,,,,,,Commercial Banking,Banks & Financial Services,Finance & Insurance,https://dnbconnect.org/,info@dnbconnection.com,,https://www.linkedin.com/company/4461,Personal advisory services for you to get control of your finances and consolidate your debt.
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Denmark,Gentofte Municipality,incredere_medie_de_verificat,73.3,eaf12dc2-0cae-11ec-b624-5bdca4509f94,Assurance Partner,Assurance Partner A/S.,Denmark,Capital Region Of Denmark,Kongens Lyngby,2800,Nørgaardsvej,Private,,4195557.0,modelled,20.0,modelled,All Other Insurance Related Activities,Insurance,Finance & Insurance,https://www.northrisk.dk/,ejendomme@northrisk.dk,4533252010.0,,Uafhængig rådgivning og vejledning ved skade – vi sørger for skadeanmeldelse samt dialogen med forsikringsselskaberne.
146,Dtac Trinet Co Ltd,Thailand,Bangkok,incredere_ridicata_automat,105.5,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,Dtac-trinet,,Thailand,Chiang Mai Province,Saraphi District,50000,,,,,,,,,,,,,,,
147,DUBEX A/S,Denmark,Gladsaxe Municipality,incredere_ridicata_automat,111.0,18777d50-93e5-11eb-be3a-7f925cb94351,Dubex,Dubex A/S.,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Gyngemose Parkvej,Private,1997.0,12000000.0,extracted,70.0,extracted,Computer Systems Design Services,Software & IT Services,IT&C Services,http://www.dubex.dk/,rje@dubex.dk,4532830430.0,https://www.linkedin.com/company/dubex-as,"With 25 years of experience, Dubex is a market-leading cybersecurity partner. We assist organizations in securely embracing digitalization, providing your business with the peace of mind it needs to move forward every day."
148,DXC TECHNOLOGY NORGE AS,Norway,Bergen,incredere_ridicata_automat,105.0,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC Technology Norge AS,,Norway,Oslo,Oslo,0275,Hoffsveien,,,,,,,,,,,,4721634000.0,,
149,DXC Technology Sverige AB,Sweden,Solna,incredere_ridicata_automat,106.6,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Technology Sverige AB.,DXC Technology Sverige AB.,Sweden,Västra Götaland County,Gothenburg,417 55,Geely Walk,,,,,,,,,,,,46850240800.0,,
150,Dynamic-Telecommunication Sdn. Bhd.,Malaysia,Ulu Tiram,incredere_ridicata_automat,106.2,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic-Telecommunication Sdn Bhd.,Dynamic-Telecommunication Sdn Bhd.,Malaysia,Johor,Johor Bahru,81100,Jalan Harmoni 3/8,Private,,6341352.0,modelled,75.0,modelled,Wired Telecommunications Carriers,Telecommunication Services,IT&C Services,https://www.dynagroup.my/,,6078634822.0,,"Dynamic-Telecommunication Sdn Bhd. is a telecommunications company based in Johor Bahru, Malaysia."
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Singapore,Singapore,incredere_ridicata_automat,111.0,6cc2cc31-a630-11ed-9a26-bbb8582c677b,Eastcompeace Singapore Pte Ltd.,Eastcompeace Singapore Pte Ltd.,Singapore,Central,Singapore,178957,Ang Mo Kio Avenue 5,Private,,,,,,Computer Systems Design Services,Software & IT Services,IT&C Services,,,6563923909.0,,Eastcompeace Singapore Pte Ltd. is a tech company based in Singapore.
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Bangladesh,,incredere_ridicata_automat,108.0,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace Smart Card Bangladesh Limited.,Eastcompeace Smart Card Bangladesh Limited.,Bangladesh,Dhaka Division,Dhaka,1215,,Private,,,,,,All Other Telecommunications,Telecommunication Services,IT&C Services,,,88028878559.0,,"Eastcompeace Smart Card Bangladesh Limited. is a telecommunications company based in Dhaka, Bangladesh."
153,"Eastcompeace Technology Co.,Ltd",China,Zhuhai,incredere_ridicata_automat,111.0,d3e5dfe4-123f-11ec-b7b8-257f68cd18d4,Eastcompeace,Eastcompeace Technology Co. Ltd.,China,Guangdong Province,Zhuhai,,,Public,1998.0,218800000.0,extracted,200.0,extracted,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Banks & Financial Services,Finance & Insurance,https://www.eastcompeace.com/,,,http://www.linkedin.com/company/eastcompeace,"As the world leading provider, Eastcompeace is always committing to smart card, digital identity and security products, IOT and industries solution."
154,Ecapacity A/S,Denmark,Copenhagen,incredere_ridicata_automat,111.0,2a2e9a98-1200-11ec-b96f-e38fcfed8310,eCapacity,eCapacity A/S.,Denmark,Capital Region Of Denmark,Copenhagen,1577,Bernstorffsgade,Private,2007.0,5100000.0,extracted,3.0,extracted,Marketing Consulting Services,Marketing & Advertising Agencies,Advertising & Marketing,https://ecapacity.com/,info@ecapacity.dk,4570262723.0,https://www.linkedin.com/company/ecapacity,"ECapacity is a digital advisory firm that provides process optimization, customer insights and data visualization solutions for businesses."
155,ECI Media Management AB,Sweden,Stockholm,incredere_ridicata_automat,111.0,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,ECI Media Management AB.,Sweden,Stockholm County,Stockholm,118 53,Maria Skolgata,Private,2001.0,4900000.0,extracted,82.0,extracted,Media Representatives,Marketing & Advertising Agencies,Advertising & Marketing,https://ecimediamanagement.com/,value@ecimm.com,46733777800.0,https://www.linkedin.com/company/eci-media-management,"The benchmarking of media cost and quality performance in today's media markets requires a dynamic system that can handle the differences in trading bases that operate in different markets, and can identify the specific areas that create value."
156,ECI MEDIA MANAGEMENT AB,Sweden,,incredere_ridicata_automat,108.0,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,ECI Media Management AB.,Sweden,Stockholm County,Stockholm,118 53,Maria Skolgata,Private,2001.0,4900000.0,extracted,82.0,extracted,Media Representatives,Marketing & Advertising Agencies,Advertising & Marketing,https://ecimediamanagement.com/,value@ecimm.com,46733777800.0,https://www.linkedin.com/company/eci-media-management,"The benchmarking of media cost and quality performance in today's media markets requires a dynamic system that can handle the differences in trading bases that operate in different markets, and can identify the specific areas that create value."
157,Edotco Group Sdn. Bhd.,Malaysia,Kuala Lumpur,incredere_ridicata_automat,107.3,c01a55bf-93e4-11eb-9937-4fab995bf8ff,EDOTCO Group,EDOTCO Group Sdn Bhd.,Malaysia,Selangor,Shah Alam,40150,Jalan Saujana Indah 3,Private,2012.0,500000000.0,extracted,1400.0,extracted,All Other Telecommunications,Telecommunication Services,IT&C Services,,,60322621388.0,http://www.linkedin.com/company/edotco,"Established in 2012, EDOTCO Group is the first regional and integrated telecommunications infrastructure services company in Asia, providing end-to-end solutions in the tower services sector from tower leasing, colocations, build-to-suit, energy, transmission and operations and maintenance (O&M). 2024 EDOTCO Group Sdn Bhd (1022843-U"
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Pakistan,,incredere_ridicata_automat,82.1,1dfd1c3b-f9b4-11ed-9050-f308aaf46953,EDOTCO Towers Inc.,EDOTCO Towers Inc.,Philippines,Metro Manila,Makati,1200,Rockwell Drive,Private,,,,,,All Other Telecommunications,Telecommunication Services,IT&C Services,,,639171521600.0,,"EDOTCO Towers Inc. is a telecommunications company based in Makati, Philippines."
159,Egencia Denmark A/S,Denmark,Elsinore,incredere_ridicata_automat,107.6,386ddce7-93e5-11eb-b4a6-27899be4e45d,Egencia,Egencia Denmark A/S.,Denmark,Region Of Southern Denmark,Odense,5000,Kongensgade,Private,,,,,,Travel Agencies,Travel Agencies,Other Consumer Services,https://www.egencia.dk/,,4543327263.0,https://www.linkedin.com/company/american-express-global-business-travel,"Find løsninger til administration af erhvervsrejser, som passer til alle typer virksomheder – både store og små. Egencia gør erhvervsrejser både nemmere og bedre."
