input_row_key,input_company_name,input_country,input_city,n_candidates,chosen_veridion_id,chosen_company_name,chosen_country,chosen_city,chosen_website,match_score,runner_up_score,score_gap,distinctive_token_overlap,confidence_tier,review_action,review_note
124,DEAS A/S,DK,Frederiksberg Municipality,5,08e9dc7d-93e5-11eb-919a-b3f9a5ad205c,DEAS Group,DK,Frederiksberg,deas.dk,109.0,92.3,16.7,True,incredere_ridicata_automat,,
125,DEKO-STYLE V/ANJA GRONNE,DK,Aarhus Municipality,5,2840eeb8-93e5-11eb-8859-29e7c34dee35,Deko Style,DK,Aarhus Municipality,dekostyle.dk,90.4,73.4,17.0,True,incredere_ridicata_automat,,
126,DELFI TECHNOLOGIES A/S,DK,Køge,5,8647efa3-93e4-11eb-90d2-e3355a7e800b,Delfi Technologies,DK,Køge,delfi.com,106.0,80.6,25.4,True,incredere_ridicata_automat,,
127,DELL AS,NO,Oslo,5,beddde1c-93e4-11eb-8859-29e7c34dee35,Dell,NO,Oslo,dell.no,111.0,42.5,68.5,True,incredere_ridicata_automat,,
128,Dell Corporation (Thailand) Co Ltd,TH,Yan Nawa District,5,,,,,,92.1,80.1,12.0,False,nerezolvat_nu_e_in_esantion,nerezolvat,"Candidatii sunt mici afaceri din Thailanda fara legatura, care contin intamplator cuvantul ""Dell""; nu e firma reala Dell"
129,DELL PRODUCTS,IE,,5,0e7148d3-f82f-11ed-ad06-ab02ea1aeed6,Promac Products,IE,Ferns,,75.8,73.9,1.9,True,incredere_medie_de_verificat,,
130,DELOITTE ADVOKATFIRMA AS,NO,Oslo,5,5ad35769-ce0d-11ed-9f55-9d7d9b09e936,Advokat Ola Fredriksen,NO,Trondheim,afred.no,86.8,71.3,15.5,True,incredere_ridicata_automat,,
131,DELOITTE AS,NO,Oslo,5,b69603af-1aff-11ec-bc98-195cbdc2446a,Deloitte Norge,NO,Oslo,deloitte.no,97.4,94.7,2.7,True,incredere_ridicata_automat,,
132,Deloitte Consulting (Sea) Sdn. Bhd.,MY,Kuala Lumpur,5,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Deloitte Consulting Malaysia Sdn Bhd.,MY,Kuala Lumpur,,99.9,74.1,25.8,True,incredere_ridicata_automat,,
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,,5,b14fddd0-93e4-11eb-b89f-536884b3e7dd,Revisto Statsautoriseret Revisionspartnerselskab,DK,Horsens,revisto.dk,95.2,80.5,14.7,True,incredere_ridicata_automat,,
134,"DELTA EJENDOM, AALBORG A/S",DK,Aalborg Municipality,5,0ede7fca-2dc6-11ec-b49b-63e83532064d,Aalborg Engineering A/S.,DK,Aalborg,,74.4,72.2,2.2,True,incredere_medie_de_verificat,,
135,ELTEK AS,NO,Drammen,5,169a31db-93e5-11eb-919a-b3f9a5ad205c,Eltek,NO,Drammen,eltek.com,111.0,105.0,6.0,True,incredere_ridicata_automat,,
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,SG,Singapore,5,70923a3d-93e4-11eb-a33a-a3dfba582839,Delta Electronics,SG,Singapore,delta-singapore.com,111.0,77.8,33.2,True,incredere_ridicata_automat,,
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,SG,Singapore,5,8a43b7b9-8ab5-11ec-a3f9-e9923ce0ea68,DHL Express Singapore,SG,,dhlexpress.com.sg,108.0,95.8,12.2,True,incredere_ridicata_automat,,
138,DIAL ZERO (PRIVATE) LIMITED,PK,Orangi,5,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,DIAL ZERO,PK,Karachi Division,dialzero.pk,107.2,86.8,20.4,True,incredere_ridicata_automat,,
139,Nets Denmark A/S,DK,Ballerup,5,1821bc30-93e5-11eb-a746-fdabd18be9c6,Nets group,DK,Ballerup,nets.eu,111.0,95.4,15.6,True,incredere_ridicata_automat,,
140,DIGI TELECOMMUNICATIONS SDN BHD,MY,,5,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,MY,Petaling Jaya,celcomdigi.com,108.0,106.2,1.8,True,incredere_ridicata_automat,,
141,Digi Telecommunications Sdn. Bhd.,MY,Petaling Jaya,5,c2b35013-93e4-11eb-b997-8dd98d09cf25,DiGi Telecommunications,MY,Petaling Jaya,celcomdigi.com,111.0,105.4,5.6,True,incredere_ridicata_automat,,
142,DK HOSTMASTER A/S,DK,Aalborg Municipality,5,0f30fe9d-1114-11ec-baf7-7d3c206bcfd6,The Hostmaster,GR,Athens,thehostmaster.gr,69.7,68.8,0.9,True,incredere_medie_de_verificat,,
143,DNA OYJ,FI,,5,880cd138-93e4-11eb-9937-4fab995bf8ff,DNA,FI,Helsinki,dna.fi,108.0,88.0,20.0,True,incredere_ridicata_automat,,
144,DNB Bank Karl Johan,NO,Oslo,5,713a067e-a5ad-11ef-99b4-e30dab6798c3,DNB BANK,NO,Oslo,dnbconnect.org,90.6,90.6,0.0,True,incredere_ridicata_automat,,
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",DK,Gentofte Municipality,5,eaf12dc2-0cae-11ec-b624-5bdca4509f94,Assurance Partner,DK,Kongens Lyngby,northrisk.dk,73.3,67.1,6.2,True,incredere_medie_de_verificat,,
146,Dtac Trinet Co Ltd,TH,Bangkok,5,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,Dtac-trinet,TH,Saraphi District,,105.5,67.1,38.4,True,incredere_ridicata_automat,,
147,DUBEX A/S,DK,Gladsaxe Municipality,5,18777d50-93e5-11eb-be3a-7f925cb94351,Dubex,DK,Gladsaxe Municipality,dubex.dk,111.0,80.7,30.3,True,incredere_ridicata_automat,,
148,DXC TECHNOLOGY NORGE AS,NO,Bergen,5,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,DXC Technology Norge AS,NO,Oslo,,105.0,71.6,33.4,True,incredere_ridicata_automat,,
149,DXC Technology Sverige AB,SE,Solna,5,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,DXC Technology Sverige AB.,SE,Gothenburg,,106.6,72.3,34.3,True,incredere_ridicata_automat,,
150,Dynamic-Telecommunication Sdn. Bhd.,MY,Ulu Tiram,5,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Dynamic-Telecommunication Sdn Bhd.,MY,Johor Bahru,dynagroup.my,106.2,105.8,0.4,True,incredere_ridicata_automat,,
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,SG,Singapore,5,6cc2cc31-a630-11ed-9a26-bbb8582c677b,Eastcompeace Singapore Pte Ltd.,SG,Singapore,,111.0,96.3,14.7,True,incredere_ridicata_automat,,
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,BD,,5,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Eastcompeace Smart Card Bangladesh Limited.,BD,Dhaka,,108.0,86.7,21.3,True,incredere_ridicata_automat,,
153,"Eastcompeace Technology Co.,Ltd",CN,Zhuhai,5,d3e5dfe4-123f-11ec-b7b8-257f68cd18d4,Eastcompeace,CN,Zhuhai,eastcompeace.com,111.0,95.3,15.7,True,incredere_ridicata_automat,,
154,Ecapacity A/S,DK,Copenhagen,5,2a2e9a98-1200-11ec-b96f-e38fcfed8310,eCapacity,DK,Copenhagen,ecapacity.com,111.0,89.6,21.4,True,incredere_ridicata_automat,,
155,ECI Media Management AB,SE,Stockholm,5,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,SE,Stockholm,ecimediamanagement.com,111.0,74.0,37.0,True,incredere_ridicata_automat,,
156,ECI MEDIA MANAGEMENT AB,SE,,5,2b50edd1-93e5-11eb-a746-fdabd18be9c6,ECI Media Management,SE,Stockholm,ecimediamanagement.com,108.0,92.1,15.9,True,incredere_ridicata_automat,,
157,Edotco Group Sdn. Bhd.,MY,Kuala Lumpur,5,c01a55bf-93e4-11eb-9937-4fab995bf8ff,EDOTCO Group,MY,Shah Alam,,107.3,93.4,13.9,True,incredere_ridicata_automat,,
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,PK,,5,1dfd1c3b-f9b4-11ed-9050-f308aaf46953,EDOTCO Towers Inc.,PH,Makati,,82.1,67.3,14.8,True,incredere_ridicata_automat,,
159,Egencia Denmark A/S,DK,Elsinore,5,386ddce7-93e5-11eb-b4a6-27899be4e45d,Egencia,DK,Odense,egencia.dk,107.6,70.6,37.0,True,incredere_ridicata_automat,,
160,EGENCIA LLC,US,,5,61aa4157-4588-11ed-9ac3-0bfc898c3189,Egencia,,,boksi3.site,100.0,95.0,5.0,True,incredere_ridicata_automat,,
161,EGENCIA NORWAY AS,NO,Oslo,5,06e4ced6-ff7f-11eb-84ab-359586b9329a,Egencia,NO,Gjøvik,egencia.no,88.5,77.7,10.8,True,incredere_ridicata_automat,,
162,Egencia Sweden AB,SE,Stockholm,5,f0c72abe-1190-11ec-b209-8586c52da7c4,Egencia,PK,Lahore,egencia.co.za,76.9,76.9,0.0,True,incredere_medie_de_verificat,,
163,Egeneration Limited,BD,Dhaka,5,9ade0445-93e4-11eb-8ad6-7326edce8d21,eGeneration,BD,Dhaka,egeneration.co,111.0,111.0,0.0,True,incredere_ridicata_automat,,
164,ELGIGANTEN GROSSIST A/S,DK,Glostrup,5,6cc5eff0-93e4-11eb-8ad6-7326edce8d21,Elgiganten,DK,Copenhagen,elgiganten.dk,91.8,66.0,25.8,True,incredere_ridicata_automat,,
165,ELTEL NETWORKS CONNECT A/S,DK,Herlev,5,f2d78814-93e4-11eb-8859-29e7c34dee35,Eltel Networks,DK,Herlev,eltelgroup.com,96.0,83.2,12.8,True,incredere_ridicata_automat,,
166,Energy Cool ApS,DK,Fredericia Municipality,5,ab422f07-93e4-11eb-86dd-ffbd1b53140e,Energy Cool,DK,Fredericia Municipality,energy-cool.com,103.3,85.6,17.7,True,incredere_ridicata_automat,,
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,PL,Dobra,5,,,,,,76.6,64.3,12.3,False,nerezolvat_nu_e_in_esantion,nerezolvat,"'ENETEK POWER' din Dubai are acelasi nume de brand, dar e alta firma inregistrata (Dubai vs Polonia); daca le leg gresit, cheltuielile ar aparea la tara gresita"
168,ENERGI HOBRO TELE A/S,DK,Silkeborg,5,b6dc75a2-93e4-11eb-aa66-9b8d95e2171b,Norlys,DK,Silkeborg,norlys.dk,79.4,76.4,3.0,True,incredere_medie_de_verificat,,
169,Enreach Campaigns A/S,DK,Gladsaxe Municipality,5,cca5a50b-a725-11ef-992e-0bf06164345a,Enreach Campaigns,US,Los Angeles,enreachcampaigns.com,88.6,86.2,2.4,True,incredere_ridicata_automat,,
170,Ericsson (Malaysia) Sdn. Bhd.,MY,Petaling Jaya,5,869f6933-e6fe-11ee-a4cc-db6ddf3d40c6,SwedCham,MY,Kuala Lumpur,swedcham.my,106.9,88.8,18.1,True,incredere_ridicata_automat,,
171,Ericsson (Thailand) Limited,TH,Chatuchak,5,d2916f52-250a-11ec-8093-db09f614eb78,Ericsson Thailand Ltd.,TH,Chatuchak,,111.0,90.7,20.3,True,incredere_ridicata_automat,,
172,ERICSSON AB,SE,,5,334cae31-0bcc-11ec-a040-cbff7458f722,Ericsson Väst Seniorförening,SE,,ericssonvastsen.se,108.0,108.0,0.0,True,incredere_ridicata_automat,,
173,ERICSSON AS,NO,Bærum,5,ff083300-a7b5-11ed-bec3-afeedabcf530,Ericsson AS,NO,Oslo,epignosis.no,105.0,93.1,11.9,True,incredere_ridicata_automat,,
174,ERICSSON DANMARK A/S,DK,Copenhagen,5,36729930-2d35-11ed-98d8-c5babc9e48bf,Ericsson,DK,Taastrup,,84.2,76.4,7.8,True,incredere_ridicata_automat,,
175,ERNST & YOUNG LLP,SG,Singapore,5,01a05990-08db-11ee-a82b-313aff40d3b6,ERNST & YOUNG CC,GB,London,ernstandyoung.play-cricket.com,87.6,78.9,8.7,True,incredere_ridicata_automat,,
176,EY Godkendt Revisionspartnerselskab,DK,Frederiksberg Municipality,5,1cccf4c6-93e5-11eb-8ad6-7326edce8d21,JH Revision,DK,Taastrup,svendaagejensen.dk,104.2,91.5,12.7,True,incredere_ridicata_automat,,
177,ERP DENMARK ApS,DK,Nyborg,5,33a00afc-f81d-11ed-8ed0-97e170af3960,Batteriindsamling ERP Denmark ApS.,DK,Nyborg,erp-recycling.dk,92.2,68.0,24.2,True,incredere_ridicata_automat,,
178,Estel Technologies Private Limited,IN,Gurugram District,5,e87217f9-93e4-11eb-8ad6-7326edce8d21,Estel Technologies,IN,Gurugram,esteltelecom.com,108.8,93.4,15.4,True,incredere_ridicata_automat,,
179,EUTELSAT S.A.,FR,Paris,5,c9242d74-93e4-11eb-be5a-4f810ab55f2e,Eutelsat,FR,Issy-les-Moulineaux,eutelsat.com,106.0,101.0,5.0,True,incredere_ridicata_automat,,
180,Ework Group AB (Publ),SE,Stockholm,5,8674cc02-93e4-11eb-be5a-4f810ab55f2e,Ework Group,SE,Stockholm,eworkgroup.com,94.3,71.1,23.2,True,incredere_ridicata_automat,,
181,EWORK NORDIC ApS,DK,Copenhagen,5,04032183-93e5-11eb-b5f6-816dd10ac7b0,BioSite,DK,Copenhagen,biosite.dk,81.5,73.5,8.0,True,incredere_ridicata_automat,,
182,EWORK GROUP NORWAY AS,NO,Oslo,5,8674cc02-93e4-11eb-be5a-4f810ab55f2e,Ework Group,SE,Stockholm,eworkgroup.com,73.3,66.3,7.0,True,incredere_medie_de_verificat,,
183,EXFO Ltd.,FI,Oulu,5,3cac22c6-93e5-11eb-9937-4fab995bf8ff,EXFO,CA,Quebec,exfo.com,93.2,93.2,0.0,True,incredere_ridicata_automat,,
184,EXIDE TECHNOLOGIES AS,NO,Ullensaker,5,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c,Exide Technologies avd Bergen,NO,Stavanger,sonnak.com,107.5,93.5,14.0,True,incredere_ridicata_automat,,
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,PK,,5,14903104-93e5-11eb-90d2-e3355a7e800b,Al Huda Publications,PK,Islamabad,alhudapublications.org,78.8,75.4,3.4,True,incredere_medie_de_verificat,,
186,Extenda Retail AS Avd Oslo,NO,Tønsberg,5,5890bff3-112b-11ec-b06c-d1fadf322ad0,EXTENDA RETAIL,NO,Tønsberg,44749.org,98.8,98.8,0.0,True,incredere_ridicata_automat,,
187,F5 NETWORKS LIMITED,GB,Chertsey,5,631c5ae7-e7f1-11ec-ad32-8d2a499c20f7,F5 Networks Inc.,GB,,couponannie.co.uk,108.0,94.4,13.6,True,incredere_ridicata_automat,,
188,FACEBOOK IRELAND LIMITED,IE,Dublin,5,6de3c7f3-0472-11ec-8154-fd26fdffca6b,Facebook Training Ireland,IE,,facebooktraining.ie,93.0,86.5,6.5,True,incredere_ridicata_automat,,
189,Falck Danmark A/S,DK,Copenhagen,5,320ed9cd-93e5-11eb-b4a6-27899be4e45d,Lolland-Falster Brandvæsen,DK,Maribo,lfbv.dk,105.8,99.1,6.7,True,incredere_ridicata_automat,,
190,Fastbridge Malaysia Sdn Bhd,MY,Petaling Jaya,5,7461b8c6-93e4-11eb-b89f-536884b3e7dd,Fastbridge,HU,Budapest,fastbridge.hu,78.8,78.5,0.3,True,incredere_medie_de_verificat,,
191,Favro Holding AB,SE,Uppsala,5,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,Favro,SE,Uppsala,favro.com,111.0,34.5,76.5,True,incredere_ridicata_automat,,
192,Fiberail Sdn. Bhd.,MY,Kuala Lumpur,5,cfbf9d41-93e4-11eb-a736-0f5b20ecb2f1,Fiberail,MY,Cyberjaya,fiberail.com.my,106.1,92.0,14.1,True,incredere_ridicata_automat,,
193,Fibrecomm Network (M) Sdn. Bhd.,MY,Kuala Lumpur,5,aade3d11-93e4-11eb-919a-b3f9a5ad205c,FIBRECOMM,MY,Kuala Lumpur,fibrecomm.net.my,111.0,80.1,30.9,True,incredere_ridicata_automat,,
194,DANSK HALON TEKNIK ApS,DK,Hillerød,5,149e2513-aac5-11ef-8555-0dd834e09bbc,Dansk Iso Teknik,DK,Ballerup,isoteknik.dk,93.5,84.4,9.1,True,incredere_ridicata_automat,,
195,FORM DANMARK ApS,DK,Odder Municipality,5,44240fe3-93e5-11eb-919a-b3f9a5ad205c,Form Danmark,DK,Odder,formdanmark.dk,107.6,81.8,25.8,True,incredere_ridicata_automat,,
196,SYKES ENTERPRISES NORWAY AS,NO,Bergen,5,05a1f7e2-1b05-11ec-adb0-cd37d3ec1182,Sykes Enterprises Inc.,US,Chesterfield,,85.5,51.4,34.1,True,incredere_ridicata_automat,,
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,SG,Singapore,5,5b67817a-1b01-11ec-adc9-5d86e79c45f3,Gartner Advisory S Pte Ltd.,SG,Singapore,,100.1,88.8,11.3,True,incredere_ridicata_automat,,
198,GARTNER NORGE AS,NO,Oslo,5,21d91ebf-1b00-11ec-a8e8-f10d0988514b,Gartner Norge,NO,Oslo,,111.0,85.2,25.8,True,incredere_ridicata_automat,,
199,GBT TRAVEL SERVICES UK LIMITED,GB,London,5,85de0a40-93e4-11eb-90d2-e3355a7e800b,Lawyers Travel,US,New York,amexglobalbusinesstravel.com,93.7,92.0,1.7,True,incredere_ridicata_automat,,
200,Genex Infosys Limited,BD,Dhaka,5,ce7a4c04-93e4-11eb-90d2-e3355a7e800b,Genex Infosys,BD,Dhaka,genexinfosys.com,111.0,111.0,0.0,True,incredere_ridicata_automat,,
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,PK,,5,fce143ad-93e4-11eb-86dd-ffbd1b53140e,HarPal Geo,PK,Karachi,harpalgeo.tv,95.8,87.9,7.9,True,incredere_ridicata_automat,,
202,GINTEL AS,NO,Trondheim,5,404994d0-93e5-11eb-8474-3bbe2d07207d,Gintel Norway,NO,Trondheim,gintel.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
203,GLOBALCONNECT A/S,DK,Høje-Taastrup Municipality,5,d9a64075-93e4-11eb-9937-4fab995bf8ff,GlobalConnect,DK,Copenhagen,globalconnect.dk,106.0,93.3,12.7,True,incredere_ridicata_automat,,
204,Glory Fashions Ltd.,BD,Dhaka,5,fe92eb43-93e4-11eb-9937-4fab995bf8ff,Glory Fashions,BD,Dhaka,gloryfashions.com,111.0,66.3,44.7,True,incredere_ridicata_automat,,
205,Goecker Service A/S,DK,Copenhagen,5,eb6bf704-93e4-11eb-97db-273ba5953680,Goecker since 1862,DK,Copenhagen,goecker.dk,95.7,70.2,25.5,True,incredere_ridicata_automat,,
206,GOGIFT.COM A/S,DK,,5,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,GoGift,DK,Copenhagen,gogift.com,96.1,38.9,57.2,True,incredere_ridicata_automat,,
207,Google Asia Pacific Pte. Ltd.,SG,Singapore,5,1d514729-01ae-11ef-ba8c-a5c322c4d97c,Google Asia Pacific Pte. Ltd.,SG,,duoi625maxim.com,108.0,100.0,8.0,True,incredere_ridicata_automat,,
208,Google Cloud EMEA Limited,IE,,5,ea1ef585-0db2-11ec-a7f3-33eabf6446aa,ISP Cloud Services Inc.,US,Miami,escadmin.com,95.0,95.0,0.0,True,incredere_ridicata_automat,,
209,GOOGLE COMMERCE LIMITED,IE,,5,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,IE,Dublin 4,lespotnoir.com,108.0,95.0,13.0,True,incredere_ridicata_automat,,
210,GOOGLE IRELAND LIMITED,IE,Dublin 4,5,c9226d45-aa22-11ed-bb93-cd216f6acc3c,Anbieter Google Ireland,IE,Dublin 4,diessen-mitte.com,98.8,98.0,0.8,True,incredere_ridicata_automat,,
211,GRAMEENPHONE LTD,BD,,5,0e257043-dc98-11ef-b8b0-a1dc081da81f,Grameenphone Centre,BD,Dhaka,,96.7,89.6,7.1,True,incredere_ridicata_automat,,
212,Grassfish Denmark ApS,DK,Aarhus Municipality,5,03ae71d3-93e5-11eb-aa66-9b8d95e2171b,playscapes Denmark,DK,Aarhus,playscapes.dk,79.0,55.1,23.9,True,incredere_medie_de_verificat,,
213,Green Packet Berhad,MY,Petaling Jaya,5,ba0505da-93e4-11eb-97db-273ba5953680,GREEN PACKET,MY,Petaling Jaya,greenpacket.com,111.0,99.7,11.3,True,incredere_ridicata_automat,,
214,GreenMind A/S,DK,Gladsaxe Municipality,5,7f603490-93e4-11eb-86dd-ffbd1b53140e,GreenMind Aalborg,DK,Aarhus,greenmind.dk,106.3,99.4,6.9,True,incredere_ridicata_automat,,
215,grey advertising ( bangladesh) ltd.,BD,,5,fd557720-5982-11ec-a195-fb7c9849e658,Backpage PR,BD,Dhaka,backpagepr.com,108.0,102.9,5.1,True,incredere_ridicata_automat,,
216,GSM ASSOCIATION,GB,London,5,b1eae542-93e4-11eb-aa66-9b8d95e2171b,GSMA Training,GB,London,gsmatraining.com,111.0,92.0,19.0,True,incredere_ridicata_automat,,
217,"HARBIN COSLIGHT NEW ENERGY CO., LTD.",CN,Harbin,5,4214b8bf-1d88-11ef-a07a-c90c75a354c8,Harbin Xinju New Energy Co. Ltd.,CN,Harbin,,85.1,84.5,0.6,True,incredere_ridicata_automat,,
218,HE SIKRING A/S,DK,Furesø Municipality,5,8240e654-93e4-11eb-919a-b3f9a5ad205c,AL-SIKRING,DK,Gladsaxe Municipality,al-sikring.dk,87.4,87.0,0.4,True,incredere_ridicata_automat,,
219,HELP Forsakring filial,SE,,5,8dbea451-93e4-11eb-a33a-a3dfba582839,HELP Försäkring,SE,Stockholm,helpforsakring.se,72.8,62.7,10.1,True,incredere_medie_de_verificat,,
220,HELP FORSIKRING AS,NO,Oslo,5,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,HELP Forsikring,NO,Oslo,help.no,111.0,92.9,18.1,True,incredere_ridicata_automat,,
221,"HELP FORSIKRING,FILIAL AF HELP FORSIKRING AS, NORGE",DK,Copenhagen,5,bb79f296-93e4-11eb-86dd-ffbd1b53140e,HELP Forsikring,DK,Copenhagen,helpforsikring.dk,89.8,71.7,18.1,True,incredere_ridicata_automat,,
222,HERM. RASMUSSEN A/S,DK,Silkeborg Municipality,5,8de2ce1b-93e4-11eb-a33a-a3dfba582839,Herm,DK,Silkeborg,herm.dk,108.5,95.2,13.3,True,incredere_ridicata_automat,,
223,HEST AGENTUR AS,NO,Oslo,5,19b24740-93e5-11eb-aa66-9b8d95e2171b,HEST Agentur,NO,Oslo,hestagentur.no,111.0,76.4,34.6,True,incredere_ridicata_automat,,
224,HETEK A/S,DK,Vejle,5,6cf9d142-93e4-11eb-8859-29e7c34dee35,HETEK,DK,Vejle,hetek.dk,111.0,78.6,32.4,True,incredere_ridicata_automat,,
225,Hewlett-Packard (M) Sdn Bhd,MY,,5,c4a8edac-a10f-11ed-8865-3b27972b8eff,Hewlett-Packard M Sdn. Bhd.,MY,Bayan Lepas,,108.0,99.9,8.1,True,incredere_ridicata_automat,,
226,Hewlett-Packard (Thailand) Ltd.,TH,Bangkok,5,b4aa7732-5f7b-11ed-9ad1-5ba8e7935b78,Thailand Insurance Symposium 2022,TH,Bangkok,tis2022.com,111.0,107.8,3.2,True,incredere_ridicata_automat,,
227,HEWLETT-PACKARD ApS,DK,Lillerød,5,571d319b-1e68-11ee-8977-f9df9a4bf47f,Hewlett-Packard ApS.,DK,Aarhus,,105.9,84.3,21.6,True,incredere_ridicata_automat,,
228,HEWLETT-PACKARD NORGE AS,NO,Bærum,5,,,,,,54.4,50.4,4.0,False,nerezolvat_nu_e_in_esantion,nerezolvat,Niciunul dintre cei 5 candidati nu are legatura cu Hewlett-Packard
229,"Hewlett Packard Singapore (Sales) Pte., Ltd.",SG,Singapore,5,d67791b4-f464-11ec-bad2-d706a0f5bd0f,David Soe,,,davidsoe.com,94.6,81.0,13.6,True,incredere_ridicata_automat,,
230,HEWLETT-PACKARD SVERIGE AB,SE,,5,4676a351-f930-11ed-b4e8-cf8e051b3eab,Hewlett-Packard Sverige AB.,SE,Malmo,,108.0,84.5,23.5,True,incredere_ridicata_automat,,
231,"HIGH TOUCH, INC.",US,Los Angeles,5,973dd312-93e4-11eb-90d2-e3355a7e800b,High Touch High Tech,US,Los Angeles,sciencemadefunwla.net,94.3,93.3,1.0,True,incredere_ridicata_automat,,
232,HOLDSPORT.DK ApS,DK,Aarhus,5,acbf3216-93e4-11eb-a746-fdabd18be9c6,Holdsport,DK,Aarhus,holdsport.dk,97.0,57.1,39.9,True,incredere_ridicata_automat,,
233,HOPPECKE BATTERIEN GMBH & CO. KG,DE,,5,4d284b47-0afe-11ec-b45f-7fdf93e89edf,Hoppecke,DE,Brilon,hoppecke-history.de,104.2,97.2,7.0,True,incredere_ridicata_automat,,
234,HP INC (THAILAND) COMPANY LIMITED,TH,Bang Rak District,5,f6162cf3-5a2d-11ed-be40-7d734d234848,HP Inc Thailand Ltd.,TH,Bang Rak,,108.8,108.0,0.8,True,incredere_ridicata_automat,,
235,HP INC DANMARK ApS,DK,Lillerød,5,e861f812-cf3e-11ed-a9e6-41f52173ea03,HP Inc Denmark ApS.,DK,Lillerød,,103.9,93.8,10.1,True,incredere_ridicata_automat,,
236,HP NORGE AS,NO,Bærum,5,6fb6df80-918f-11ed-9198-5108792e5842,HP Norge,NO,Bærum,hp-norge.no,111.0,50.3,60.7,True,incredere_ridicata_automat,,
237,Hp Pps Sales Sdn. Bhd.,MY,Kuala Lumpur,5,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,HP PPS Sales Sdn Bhd.,MY,Kuala Lumpur,hp-aipcvideocontest.com,111.0,70.0,41.0,True,incredere_ridicata_automat,,
238,HP PPS SINGAPORE (SALES) PTE. LTD.,SG,Bukit Merah,5,28cb5283-f474-11ec-9207-43fec1f49158,GG Playfest,SG,Singapore,ggplayfest.com,106.2,82.9,23.3,True,incredere_ridicata_automat,,
239,HUAWEI INTERNATIONAL PTE. LTD.,SG,,5,81727301-2350-11ec-be87-a3acfe0d4893,Huawei Enterprise,SG,,,108.0,95.0,13.0,True,incredere_ridicata_automat,,
240,Huawei Technologies (Bangladesh) Limited.,BD,,5,b51941d7-93e4-11eb-a746-fdabd18be9c6,Shahidul Islam Sarker,BD,Dhaka,shahidulsarker.com,108.0,95.6,12.4,True,incredere_ridicata_automat,,
241,HUAWEI TECHNOLOGIES (DENMARK) ApS,DK,Copenhagen,5,3821892f-0c58-11ec-a1e5-5b23ac48a38b,Xplora Technologies Denmark,DK,Copenhagen,xplora.dk,94.1,86.0,8.1,True,incredere_ridicata_automat,,
242,Huawei Technologies (Malaysia) Sdn. Bhd.,MY,Kuala Lumpur,5,3e229adb-f5be-11ed-9659-9b00f4ea9e93,Huawei Technologies Malaysia Sdn Bhd TRX,MY,Kuala Lumpur,,107.7,94.7,13.0,True,incredere_ridicata_automat,,
243,"HUAWEI TECHNOLOGIES (THAILAND) CO., LTD.",TH,Bangkok,5,98a3b367-2d1d-11ed-bff5-21b6c2658068,Huawei Technologies Thailand Co Ltd.,TH,,transformex.org,108.0,107.0,1.0,True,incredere_ridicata_automat,,
244,HUAWEI TECHNOLOGIES NORWAY AS,NO,Bærum,5,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Technologies Norway AS,NO,Bærum,,111.0,97.2,13.8,True,incredere_ridicata_automat,,
245,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,PK,Islamabad,5,4bd95951-e516-11ed-ae31-691dccb8b954,Huawei Technologies Pakistan,PK,Lahore,,106.6,92.2,14.4,True,incredere_ridicata_automat,,
246,Huawei Technologies Sweden AB,SE,,5,d15378e1-04d0-11ec-a6a3-7d13d87fe979,Future of Wireless,SE,Stockholms Kommun,futureofwireless.eu,108.0,87.2,20.8,True,incredere_ridicata_automat,,
